ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00087,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00027,4,,Completa,Sierra,Sierra Norte,102.7325,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00040,6,,Completa,Sierra,Sierra Norte,102.7325,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00088,12,,Completa,Sierra,Sierra Norte,102.7325,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,150.0,00,KILO,12,1.0,50.0,00,8.0,00,400.0,80.0,00,20.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00019,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,200.0,00,KILO,12,1.0,0.0,00,,,,200.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00075,7,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,250.0,00,KILO,12,1.0,125.0,00,12.0,00,1500.0,125.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00090,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00091,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,12.0,00,KILO,12,1.0,0.0,00,,,,12.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00105,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,25.0,00,12.0,00,300.0,25.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00149,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,30.0,00,12.0,00,360.0,70.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00163,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,200.0,00,KILO,12,1.0,50.0,00,12.0,00,600.0,150.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,07,PAIMAS,00368,00022,3,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,8.0,00,KILO,12,1.0,8.0,00,20.0,00,160.0,0.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,07,PAIMAS,00368,00041,5,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,70.0,00,LIBRA,36,0.45,60.0,00,7.0,00,420.0,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00012,1,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00087,9,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,15.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00113,11,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,70.0,00,KILO,12,1.0,40.0,00,10.0,00,400.0,30.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00003,1,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,10.0,00,12.0,00,120.0,8.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00009,2,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,3.0,00,
2018.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00034,6,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,15.0,00,3.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00417,00003,1,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00417,00058,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00417,00064,10,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00016,2,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,,,,60.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00046,6,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CUAJADA,4203.0,24.0,00,KILO,12,1.0,0.0,00,,,,24.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00068,8,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,100.0,00,KILO,12,1.0,0.0,00,,,,100.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00082,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,,,,60.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00082,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CUAJADA,4203.0,120.0,00,KILO,12,1.0,0.0,00,,,,120.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00091,10,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,81.0,00,KILO,12,1.0,0.0,00,,,,81.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00423,00097,12,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,36.0,00,KILO,12,1.0,0.0,00,,,,36.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00049,6,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,40.0,00,KILO,12,1.0,0.0,00,,,,40.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00059,7,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00079,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00098,11,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00433,00117,13,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,10.0,00,KILO,12,1.0,0.0,00,,,,10.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00060,7,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,30.0,00,10.0,00,300.0,30.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00071,8,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00081,9,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,640.0,00,KILO,12,1.0,140.0,00,10.0,00,1400.0,500.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00093,10,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,80.0,00,KILO,12,1.0,40.0,00,10.0,00,400.0,40.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00106,12,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,240.0,00,KILO,12,1.0,140.0,00,10.0,00,1400.0,100.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00131,14,,Completa,Sierra,Sierra Norte,73.38035714285714,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,80.0,00,KILO,12,1.0,40.0,00,10.0,00,400.0,40.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00031,4,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,60.0,00,KILO,12,1.0,0.0,00,,,,60.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00063,8,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,18.0,00,KILO,12,1.0,0.0,00,,,,18.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00077,9,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,30.0,00,KILO,12,1.0,0.0,00,,,,30.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00086,10,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,36.0,00,KILO,12,1.0,0.0,00,,,,36.0,00,0.0,00,
2018.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00440,00120,14,,Completa,Sierra,Sierra Norte,79.02499999999999,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,36.0,00,KILO,12,1.0,0.0,00,,,,36.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00482,00017,3,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,56.0,00,KILO,12,1.0,0.0,00,,,,56.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00482,00108,12,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00005,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,70.0,00,KILO,12,1.0,0.0,00,,,,70.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00015,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00016,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,50.0,00,KILO,12,1.0,0.0,00,,,,50.0,00,0.0,00,
2018.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,00050,6,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,QUESO,4208.0,20.0,00,KILO,12,1.0,0.0,00,,,,20.0,00,0.0,00,
