ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2021.0,20,PIURA,06,SULLANA,07,QUERECOTILLO,00171,00041,6,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1200.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,1200.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00009,1,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1200.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,1200.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00017,2,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,400.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,400.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00039,3,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,2000.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,2000.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00059,4,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,2500.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,2500.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00061,5,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1500.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,1500.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00079,6,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL DE PALO GRANO VERDE,2427.0,RASTROJO DE FRIJOL,4134.0,300.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,300.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00095,7,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1000.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,1000.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00103,8,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,750.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,750.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00104,9,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1000.0,000,KILOGRAMO,12,1.0,1000.0,000,0.0,08,80.0,0.08,0.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00107,10,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,800.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,800.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00115,11,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1000.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,1000.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00132,12,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,750.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,750.0,000,0.0,000,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00147,14,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,600.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,600.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00258,00008,1,Completa,Costa,Costa Norte,138.07692307692307,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,150.0,000,CARGA,09,25.0,0.0,000,,,,,0.0,000,150.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00060,6,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,30.0,0.0,000,,,,,20.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00064,7,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,8.0,000,CAMIONADA,08,400.0,0.0,000,,,,,8.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00081,9,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,CAMIONADA,08,400.0,0.0,000,,,,,20.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00103,12,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,SACO,19,100.0,0.0,000,,,,,20.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00105,13,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,SACO,19,100.0,20.0,000,12.0,00,240.0,0.12,0.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00259,00120,14,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,440.0,000,TERCIO,20,5.0,400.0,000,1.0,00,400.0,0.2,40.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,10,SUYO,00266,00057,9,Completa,Costa,Costa Norte,138.07692307692307,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,300.0,000,CARGA,09,20.0,300.0,000,2.0,00,600.0,0.1,0.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00044,4,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2400.0,000,KILOGRAMO,12,1.0,2400.0,000,0.0,08,192.0,0.08,0.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00071,6,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1600.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,1600.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00089,8,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1000.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,1000.0,000,
2021.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00128,10,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1200.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,1200.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00162,14,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1000.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,0.0,000,1000.0,000,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00037,3,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,30.0,000,TONELADA,22,1000.0,0.0,000,,,,,30.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,3.0,000,TONELADA,22,1000.0,0.0,000,,,,,3.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00073,6,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,1.0,000,TONELADA,22,1000.0,0.0,000,,,,,1.0,000,0.0,000,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00089,8,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,5.0,000,TONELADA,22,1000.0,0.0,000,,,,,5.0,000,0.0,000,
