ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,Dominio,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00042,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,8.0,000,UNIDAD,24.0,0.1,0.0,000,,,,6.0,000,2.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00053,00094,0013,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,TABLETAS DE CHOCOLATE,4135.0,100.0,000,TABLETA,52.0,0.1,80.0,000,2.0,000,160.0,20.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00054,00103,0012,,Completa,Costa,COSTA NORTE,9.5,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,6.0,000,UNIDAD,24.0,0.2,0.0,000,,,,6.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00042,0006,,Completa,Costa,COSTA NORTE,9.3946078431,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CIRUELA AGRIA,1125.0,MERMELADA,4140.0,2.0,000,KILO,12.0,1.0,0.0,000,,,,1.0,000,1.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00091,0012,,Completa,Costa,COSTA NORTE,9.3946078431,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CIRUELA AGRIA,1125.0,MERMELADA,4140.0,72.0,000,TARRINA,88.0,0.25,50.0,000,3.0,000,150.0,2.0,000,20.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,00083,0008,,Completa,Costa,COSTA NORTE,10.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,TABLETAS DE CHOCOLATE,4135.0,20.0,000,KILO,12.0,1.0,2.0,000,5.0,000,10.0,6.0,000,12.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00009,0001,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,15.0,000,KILO,12.0,1.0,0.0,000,,,,10.0,000,5.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00042,0006,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,TABLETAS DE CHOCOLATE,4135.0,2.0,000,KILO,12.0,1.0,0.0,000,,,,2.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00062,00101,0012,,Completa,Costa,COSTA NORTE,8.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,12.0,000,UNIDAD,24.0,1.0,0.0,000,,,,12.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00024,0003,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,20.0,000,UNIDAD,24.0,0.1,0.0,000,,,,4.0,000,16.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00025,0004,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,80.0,000,UNIDAD,24.0,0.1,0.0,000,,,,40.0,000,40.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00043,0006,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,10.0,000,UNIDAD,24.0,0.1,0.0,000,,,,2.0,000,8.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00050,0007,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,36.0,000,UNIDAD,24.0,0.1,0.0,000,,,,18.0,000,18.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00052,0008,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,30.0,000,UNIDAD,24.0,0.15,0.0,000,,,,10.0,000,20.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00061,0009,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,8.0,000,UNIDAD,24.0,0.1,0.0,000,,,,8.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00083,0012,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,10.0,000,UNIDAD,24.0,0.12,0.0,000,,,,10.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00086,0013,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,6.0,000,UNIDAD,24.0,0.1,0.0,000,,,,6.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00098,0014,,Completa,Costa,COSTA NORTE,8.6719457014,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,140.0,000,UNIDAD,24.0,0.08,0.0,000,,,,12.0,000,128.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00028,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,BOLITAS DE CHOCOLATE,8888.0,54.0,000,BOLITAS DE CHOCOLATE,88.0,0.08,48.0,000,1.0,500,72.0,6.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00071,0010,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,TABLETAS DE CHOCOLATE,4135.0,200.0,000,BOTIJA,6.0,0.05,150.0,000,1.0,000,150.0,50.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00069,00185,0010,,Completa,Costa,COSTA NORTE,21.0,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA FRUTA,2811.0,GUARAPO,4111.0,5.0,000,LATA,13.0,15.0,0.0,000,,,,5.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00004,0001,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,14.0,000,QUINTAL,18.0,50.0,10.0,000,100.0,000,1000.0,4.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00051,0006,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,4.0,000,QUINTAL,18.0,50.0,2.0,000,100.0,000,200.0,2.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00068,0007,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA AZUCAR,2808.0,CHANCACA,4106.0,13.0,000,QUINTAL,18.0,50.0,10.0,000,120.0,000,1200.0,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00121,0011,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,7.0,000,QUINTAL,18.0,50.0,5.0,000,100.0,000,500.0,2.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00124,0012,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,9.0,000,QUINTAL,18.0,50.0,5.0,000,100.0,000,500.0,4.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00136,0013,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA AZUCAR,2808.0,CHANCACA,4106.0,3.0,000,QUINTAL,18.0,50.0,0.0,000,,,,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00152,0014,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,8.0,000,QUINTAL,18.0,50.0,5.0,000,100.0,000,500.0,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00299,00003,0001,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,20.0,000,KILO,12.0,1.0,0.0,000,,,,20.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00299,00060,0006,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,200.0,000,KILO,12.0,1.0,100.0,000,2.0,000,200.0,100.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00299,00083,0009,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,80.0,000,KILO,12.0,1.0,80.0,000,6.0,000,480.0,0.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00299,00094,0010,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,80.0,000,KILO,12.0,1.0,80.0,000,6.0,000,480.0,0.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00014,0002,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,9.0,000,QUINTAL,18.0,50.0,6.0,000,80.0,000,480.0,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00081,0007,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,1.0,500,QUINTAL,18.0,50.0,0.0,000,,,,1.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00118,0010,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,7.0,000,QUINTAL,18.0,50.0,4.0,000,80.0,000,320.0,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00140,0011,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,500,QUINTAL,18.0,50.0,1.0,000,80.0,000,80.0,1.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00165,0013,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,10.0,000,QUINTAL,18.0,50.0,5.0,000,80.0,000,400.0,5.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00304,00179,0014,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,5.0,000,QUINTAL,18.0,50.0,3.0,000,100.0,000,300.0,2.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00020,0002,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00176,0013,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,MIEL DE CAÑA DE AZUCAR,8888.0,6.0,000,LATA,13.0,17.0,0.0,000,,,,6.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00191,0014,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,15.0,000,QUINTAL,18.0,50.0,12.0,000,110.0,000,1320.0,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00001,0001,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,0.0,000,,,,2.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00002,0002,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,6.0,000,QUINTAL,18.0,50.0,5.0,500,70.0,000,385.0,0.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00009,0003,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,1.0,500,70.0,000,105.0,0.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00017,0004,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,1.0,500,70.0,000,105.0,0.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00034,0006,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,1.0,500,70.0,000,105.0,0.0,500,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00043,0007,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,1.0,000,80.0,000,80.0,1.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00327,00051,0008,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,3.0,000,QUINTAL,18.0,50.0,0.0,000,,,,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00331,00033,0003,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00331,00046,0004,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,10.0,000,QUINTAL,18.0,50.0,8.0,000,100.0,000,800.0,2.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00016,0002,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,7.0,000,QUINTAL,18.0,50.0,0.0,000,,,,3.0,000,4.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00065,0006,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,4.0,000,QUINTAL,18.0,50.0,0.0,000,,,,2.0,000,2.0,000,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00085,0008,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,750,0.0,250,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00017,0003,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,7.0,000,ARROBA,1.0,11.5,0.0,000,,,,7.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00026,0004,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,4.0,000,ARROBA,1.0,11.5,0.0,000,,,,4.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00143,0014,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,15.0,000,ARROBA,1.0,11.5,10.0,000,25.0,000,250.0,3.0,000,2.0,000,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00012,0002,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,100.0,000,KILO,12.0,1.0,50.0,000,1.0,200,60.0,50.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00032,0004,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,3.0,000,QUINTAL,18.0,50.0,0.0,000,,,,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00050,0005,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA ALCOHOL,2807.0,GUARAPO,4111.0,3.0,000,LATA,13.0,18.0,0.0,000,,,,3.0,000,0.0,000,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00096,0010,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809.0,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,46.0,0.0,000,,,,2.0,000,0.0,000,
