ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P224A_N,P224B_NOM,P224B_COD,P224B_TIPO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,OMICAP200_00
2022.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00032,4,Completa,Costa,Costa Norte,8.0,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,HIERBA BUENA,2323.0,Transitorio,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00032,4,Completa,Costa,Costa Norte,8.0,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,LECHUGA,2326.0,Transitorio,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00032,4,Completa,Costa,Costa Norte,8.0,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,ALBAHACA,2304.0,Transitorio,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,00042,7,Completa,Costa,Costa Norte,6.35,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,400,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,01,TUMBES,00024,00024,6,Completa,Costa,Costa Norte,7.769230769230768,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PLATANO,1171.0,Permanente de cosecha continua,1.0,300,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00082,14,Completa,Costa,Costa Norte,6.803571428571428,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,400,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00059,11,Completa,Costa,Costa Norte,6.803571428571428,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,200,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,00073,9,Completa,Costa,Costa Norte,6.349999999999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,LIMON ACIDO,1140.0,Permanente de cosecha continua,0.0,500,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00036,00071,15,Completa,Costa,Costa Norte,6.349999999999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,800,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00036,00071,15,Completa,Costa,Costa Norte,6.349999999999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,2.0,PLATANO,1171.0,Permanente de cosecha continua,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00087,10,Completa,Costa,Costa Norte,9.642857142857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,MANGO,1147.0,Permanente de cosecha estacional,0.0,900,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00087,10,Completa,Costa,Costa Norte,9.642857142857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,CIRUELA AGRIA,1125.0,Permanente de cosecha estacional,0.0,300,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00071,00083,7,Completa,Costa,Costa Norte,12.999999999999998,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,LIMON ACIDO,1140.0,Permanente de cosecha continua,3.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,05,PAITA,06,TAMARINDO,00081,00011,2,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,CAMOTE,2603.0,Transitorio,0.0,125,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,10,SUYO,00250,00058,11,Completa,Costa,Costa Norte,114.76870748299321,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,Transitorio,1.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,10,SUYO,00264,00203,10,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,250,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,10,SUYO,00264,00203,10,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MARACUYA,2205.0,Transitorio,0.0,200,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00294,00017,3,Completa,Sierra,Sierra Norte,85.61041666666665,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620.0,Transitorio,0.0,320,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00305,00031,5,Completa,Sierra,Sierra Norte,98.78124999999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,200,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00315,00046,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,150,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00315,00122,9,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA,2901.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00315,00139,13,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,500,Pase,Pase,Pase,Pase,Fue afectada por granizada,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00315,00139,13,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,1.0,000,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00315,00151,14,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,200,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00336,00038,1,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,500,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,01,AYABACA,00336,00056,3,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,1.0,000,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,08,SAPILLICA,00380,00011,3,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,FRIJOL PANAMITO,2929.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,08,SAPILLICA,00380,00052,8,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,08,SAPILLICA,00380,00074,11,Completa,Costa,Costa Norte,107.11746031746031,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,YUCA,2620.0,Transitorio,0.0,250,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,08,SAPILLICA,00394,00025,4,Completa,Costa,Costa Norte,114.7687074829932,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL PANAMITO,2929.0,Transitorio,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,08,SAPILLICA,00394,00025,4,Completa,Costa,Costa Norte,114.7687074829932,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,SOYA,2829.0,Transitorio,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,02,AYABACA,04,LAGUNAS,00401,00090,8,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,ARVEJA,2901.0,Transitorio,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00017,3,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,OCA,2608.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00026,5,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,200,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00026,5,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,150,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00029,6,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00064,10,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,ARVEJA,2901.0,Transitorio,0.0,200,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00067,12,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00411,00087,14,Completa,Sierra,Sierra Norte,91.72544642857142,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00422,00084,14,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,FRIJOL BAYO,2906.0,Transitorio,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00052,7,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,OCA,2608.0,Transitorio,0.0,100,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00486,00052,7,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,OLLUCO,2609.0,Transitorio,0.0,050,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00498,00020,3,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,OCA,2608.0,Transitorio,0.0,100,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00498,00090,14,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,4.0,PAPA BLANCA,2612.0,Transitorio,0.0,250,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00498,00104,15,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,100,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00026,2,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,100,Pase,Pase,Pase,Pase,Pase,Pase,Otro,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00028,3,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,PAPA BLANCA,2612.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00095,9,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ARVEJA,2901.0,Transitorio,0.0,015,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00508,00147,15,Completa,Sierra,Sierra Norte,91.72544642857143,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,750,Pase,Pase,Pase,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00008,2,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,5.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,100,Pase,Fue afectada por inundaciones,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00008,2,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,5.0,PAPA BLANCA,2612.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00027,6,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,OLLUCO,2609.0,Transitorio,0.0,022,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00027,6,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,OCA,2608.0,Transitorio,0.0,020,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00027,6,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,020,"Fue afectada por huaycos, deslizamientos o derrumbes",Pase,Pase,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00043,12,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,ZAPALLO,2345.0,Transitorio,0.0,062,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00043,12,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,FRIJOL BAYO,2906.0,Transitorio,0.0,120,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00043,12,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,120,Pase,Pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00043,12,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,125,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00067,14,Completa,Sierra,Sierra Norte,85.61041666666667,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,036,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00011,1,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,3.0,PAPA BLANCA,2612.0,Transitorio,0.0,200,Pase,Pase,Pase,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00015,2,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,150,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00015,2,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,0.0,350,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00025,3,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,250,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Fue afectada por sequía,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00025,3,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,OLLUCO,2609.0,Transitorio,0.0,100,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00025,3,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,208,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00032,4,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612.0,Transitorio,1.0,000,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
2022.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00531,00034,5,Completa,Sierra,Sierra Norte,85.61041666666668,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,Transitorio,0.0,500,Pase,Pase,Fue afectada por plagas y/o enfermedades,Pase,Pase,Pase,Pase,
