ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,Dominio,FACTOR,CODIGO,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00061,0011,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,CAMOTE,2603.0,HOJA DE CAMOTE,4120.0,15.0,000,CARGA,9.0,100.0,0.0,000,,,,15.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00010,0001,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,2.0,000,LOTE,37.0,500.0,2.0,000,500.0,000,1000.0,0.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00014,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,9.0,15.0,20.0,000,6.0,000,120.0,0.0,000,10.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00050,0008,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,9.0,30.0,25.0,000,5.0,000,125.0,25.0,000,10.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00088,0014,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,32.0,000,CARGA,9.0,30.0,30.0,000,5.0,000,150.0,2.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00005,0001,,Completa,Costa,COSTA NORTE,9.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,9.0,60.0,60.0,000,6.0,000,360.0,0.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00019,0002,,Completa,Costa,COSTA NORTE,9.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,50.0,000,CARGA,9.0,60.0,50.0,000,5.0,000,250.0,0.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00058,0006,,Completa,Costa,COSTA NORTE,9.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,9.0,40.0,0.0,000,,,,60.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,00057,0011,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,30.0,000,TERCIO,20.0,10.0,0.0,000,,,,30.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,00016,0004,,Completa,Costa,COSTA NORTE,8.7692307692,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,40.0,000,CARGA,9.0,30.0,8.0,000,5.0,000,40.0,16.0,000,16.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00010,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,TARALLA,8888.0,50.0,000,TERCIO,20.0,25.0,0.0,000,,,,0.0,000,50.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00022,0005,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,TARALLA,8888.0,25.0,000,TERCIO,20.0,25.0,0.0,000,,,,25.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00002,0001,,Completa,Costa,COSTA NORTE,8.0714285714,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20.0,2.0,0.0,000,,,,20.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00010,0003,,Completa,Costa,COSTA NORTE,8.0714285714,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,9.0,70.0,0.0,000,,,,7.0,000,3.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00061,0009,,Completa,Costa,COSTA NORTE,8.0714285714,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,9.0,80.0,0.0,000,,,,8.0,000,2.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00100,0014,,Completa,Costa,COSTA NORTE,8.0714285714,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,40.0,000,TERCIO,20.0,10.0,0.0,000,,,,30.0,000,10.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00040,00024,0004,,Completa,Costa,COSTA NORTE,8.9285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,150.0,000,TERCIO,20.0,50.0,0.0,000,,,,0.0,000,150.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00040,00025,0005,,Completa,Costa,COSTA NORTE,8.9285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,9.0,50.0,0.0,000,,,,15.0,000,5.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00043,00127,0013,,Completa,Costa,COSTA NORTE,9.2857142857,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,50.0,000,TERCIO,20.0,15.0,0.0,000,,,,50.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00059,0008,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,TARALLA,8888.0,300.0,000,CARGA,9.0,80.0,0.0,000,,,,200.0,000,100.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00069,0009,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,TARALLA,8888.0,150.0,000,CARGA,9.0,35.0,0.0,000,,,,150.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00081,0011,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,TARALLA,8888.0,100.0,000,CARGA,9.0,65.0,0.0,000,,,,100.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00082,0012,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,TARALLA,8888.0,20.0,000,CARGA,9.0,30.0,0.0,000,,,,20.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00092,0013,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,TARALLA,8888.0,300.0,000,CARGA,9.0,70.0,0.0,000,,,,100.0,000,200.0,000,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00100,0014,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,TARALLA,8888.0,250.0,000,CARGA,9.0,40.0,0.0,000,,,,250.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00068,0007,,Completa,Costa,COSTA NORTE,9.7857142857,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,25.0,000,TERCIO,20.0,20.0,0.0,000,,,,0.0,000,25.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00086,0009,,Completa,Costa,COSTA NORTE,9.7857142857,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,100.0,000,TERCIO,20.0,15.0,0.0,000,,,,80.0,000,20.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00127,0014,,Completa,Costa,COSTA NORTE,9.7857142857,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,16.0,000,TERCIO,20.0,30.0,0.0,000,,,,16.0,000,0.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00009,0001,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,6.0,000,CARGA,9.0,12.0,0.0,000,,,,0.0,000,6.0,000,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00021,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,9.0,30.0,0.0,000,,,,10.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00050,0007,,Completa,Costa,COSTA NORTE,9.3946078431,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,50.0,000,TERCIO,20.0,15.0,0.0,000,,,,0.0,000,50.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00029,0003,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,TARALLA,8888.0,160.0,000,TERCIO,20.0,20.0,0.0,000,,,,160.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00132,0013,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAMOTE,2603.0,HOJA DE CAMOTE,4120.0,144.0,000,TERCIO,20.0,2800.0,0.0,000,,,,144.0,000,0.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,00038,0004,,Completa,Costa,COSTA NORTE,10.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,1600.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,1600.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,00060,0006,,Completa,Costa,COSTA NORTE,10.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,1000.0,000,
2015.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00071,00098,0011,,Completa,Costa,COSTA NORTE,13.0,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,400.0,000,TERCIO,20.0,30.0,0.0,000,,,,400.0,000,0.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00009,0001,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,20.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00020,0003,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,30.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00028,0004,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,30.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00029,0005,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,80.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00033,0006,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,12.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,12.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00062,0007,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,20.0,000,
2015.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,00076,0008,,Completa,Costa,COSTA NORTE,134.2519893899,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ARROZ CASCARA,2101.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,QUINTAL,18.0,50.0,0.0,000,,,,0.0,000,80.0,000,
